Date,New Deaths_x,crude_COVID_rate,aa_COVID_rate,New Cases,New Deaths_y,New Recovered,Total Cases,Total Deaths,Total Recovered
2020-03-07,414.88461538461536,29.31269230769231,23.886923076923075,0.0,0.4,0.0,11.0,5.8,49.4
2020-03-14,635.3,46.90230769230769,38.220769230769235,3.888888888888889,0.2222222222222222,1.1111111111111112,19.22222222222222,5.888888888888889,34.0
2020-03-21,614.7076923076924,54.551923076923075,44.45846153846154,6.933333333333334,0.7333333333333333,0.7333333333333333,44.266666666666666,10.066666666666666,47.733333333333334
2020-03-28,634.7076923076924,46.95346153846154,38.27384615384616,8.25,1.1785714285714286,1.2857142857142858,65.92857142857143,10.785714285714286,31.0
2020-04-04,843.9153846153846,30.94423076923077,25.196153846153845,6.787878787878788,0.9393939393939394,1.303030303030303,113.03030303030303,16.12121212121212,38.45454545454545
2020-04-11,1375.0153846153846,21.72769230769231,17.611538461538462,18.771428571428572,1.8285714285714285,1.9714285714285715,206.85714285714286,25.914285714285715,49.542857142857144
2020-04-18,1795.4538461538461,25.174230769230768,20.37,18.8,0.9142857142857143,1.8857142857142857,345.85714285714283,36.42857142857143,69.91428571428571
2020-04-25,2110.1615384615384,26.456923076923076,21.396153846153847,21.685714285714287,1.8285714285714285,3.5142857142857142,480.1142857142857,45.51428571428571,96.14285714285714
2020-05-02,2385.623076923077,26.54,21.45846153846154,17.428571428571427,1.9428571428571428,5.571428571428571,609.3714285714286,52.4,136.34285714285716
2020-05-09,2582.730769230769,25.505,20.6,31.4,1.2857142857142858,7.742857142857143,788.6,60.857142857142854,193.62857142857143
2020-05-16,2766.776923076923,28.321153846153845,22.895384615384614,29.65714285714286,0.8,8.2,982.4285714285714,69.91428571428571,274.9428571428571
2020-05-23,2903.0384615384614,29.137307692307694,23.553076923076922,54.97142857142857,1.6285714285714286,12.971428571428572,1253.7142857142858,84.54285714285714,358.1142857142857
2020-05-30,3011.4461538461537,29.939615384615383,24.19923076923077,32.31428571428572,2.4285714285714284,30.37142857142857,1486.2571428571428,96.45714285714286,465.14285714285717
2020-06-06,3141.023076923077,30.480384615384615,24.653846153846153,52.285714285714285,1.6571428571428573,24.771428571428572,1755.2285714285715,110.31428571428572,647.5714285714286
2020-06-13,3233.2153846153847,32.63115384615384,26.408461538461538,60.74285714285714,2.942857142857143,28.02857142857143,2157.0857142857144,129.2,877.2857142857143
2020-06-20,3265.7,31.425,25.439230769230768,69.37142857142857,3.4857142857142858,35.05714285714286,2596.1714285714284,151.45714285714286,1127.4285714285713
2020-06-27,3378.869230769231,32.73384615384615,26.518461538461537,79.51428571428572,2.6285714285714286,31.114285714285714,3053.5142857142855,169.77142857142857,1363.057142857143
2020-07-04,3512.976923076923,34.095,27.64076923076923,82.28571428571429,3.5142857142857142,43.142857142857146,3593.8,191.94285714285715,1722.4285714285713
2020-07-11,3675.523076923077,36.48346153846154,29.61846153846154,97.57142857142857,3.5714285714285716,64.51428571428572,4280.428571428572,217.11428571428573,2097.2571428571428
2020-07-18,3898.3,34.84230769230769,28.303846153846155,103.45714285714286,3.4285714285714284,71.8,4914.228571428572,244.82857142857142,2548.9142857142856
2020-07-25,4089.9846153846156,35.02961538461538,28.487692307692306,106.17142857142858,3.3714285714285714,82.57142857142857,5639.828571428571,286.1142857142857,3228.3714285714286
2020-08-01,4295.761538461538,35.96653846153846,29.265384615384615,99.31428571428572,3.5142857142857142,111.54285714285714,6374.542857142857,314.25714285714287,3914.3714285714286
2020-08-08,4479.892307692307,35.155,28.63,129.42857142857142,3.6857142857142855,97.22857142857143,7149.085714285714,340.48571428571427,4549.314285714286
2020-08-15,4611.215384615384,35.941923076923075,29.295384615384616,133.6,3.057142857142857,94.62857142857143,7946.028571428571,366.6,5233.142857142857
2020-08-22,4726.830769230769,36.661153846153844,29.889230769230767,121.54285714285714,5.4,122.2,8749.57142857143,397.77142857142854,6017.371428571429
2020-08-29,4845.138461538461,37.31192307692308,30.43,188.97142857142856,5.457142857142857,104.4,9764.828571428572,436.65714285714284,7035.657142857143
2020-09-05,4921.084615384615,38.75692307692308,31.614615384615384,178.8,5.9714285714285715,127.4,10993.342857142858,475.42857142857144,7828.857142857143
2020-09-12,5020.476923076923,37.72846153846154,30.77230769230769,217.71428571428572,5.885714285714286,130.11428571428573,12370.828571428572,514.6,8742.714285714286
2020-09-19,5111.823076923077,39.96153846153846,32.59538461538462,238.0857142857143,6.514285714285714,200.8,13863.742857142857,559.8285714285714,9989.914285714285
2020-09-26,5212.423076923077,36.511153846153846,29.798461538461538,256.51428571428573,4.9714285714285715,180.37142857142857,15602.485714285714,607.3428571428572,11401.2
2020-10-03,5298.7307692307695,37.295,30.43076923076923,231.71428571428572,4.6,212.68571428571428,17241.514285714286,650.3714285714286,12868.371428571429
2020-10-10,5399.776923076923,37.39230769230769,30.525384615384617,245.31428571428572,5.3428571428571425,218.14285714285714,18932.6,690.4857142857143,14368.57142857143
2020-10-17,5518.069230769231,37.53423076923077,30.654615384615386,245.34285714285716,5.114285714285714,233.4857142857143,20584.22857142857,728.9142857142857,16081.6
2020-10-24,5675.861538461539,37.14192307692308,30.36230769230769,232.17142857142858,6.685714285714286,234.5142857142857,22198.85714285714,771.4,17648.085714285713
2020-10-31,5863.553846153846,38.61576923076923,31.577692307692306,181.42857142857142,5.3428571428571425,202.5142857142857,23579.485714285714,817.6285714285714,19527.17142857143
2020-11-07,6132.246153846154,42.277307692307694,34.59076923076923,242.54285714285714,6.057142857142857,210.94285714285715,24949.657142857144,855.7428571428571,21046.342857142856
2020-11-14,6388.838461538461,43.699230769230766,35.78923076923077,302.9714285714286,5.685714285714286,146.14285714285714,26623.4,892.2285714285714,22372.2
2020-11-21,6763.207692307692,45.72576923076923,37.46230769230769,289.1714285714286,6.0,202.82857142857142,28374.485714285714,931.0285714285715,23893.514285714286
2020-11-28,7182.307692307692,47.088846153846156,38.62769230769231,310.2,7.142857142857143,266.0285714285714,30360.714285714286,981.7142857142857,25512.2
2020-12-05,7660.461538461538,50.65730769230769,41.55769230769231,339.54285714285714,5.714285714285714,241.05714285714285,32728.17142857143,1036.3142857142857,27216.942857142858
2020-12-12,8219.469230769231,54.19346153846154,44.49153846153846,362.14285714285717,8.085714285714285,251.68571428571428,35122.08571428571,1096.3428571428572,29002.8
2020-12-19,8777.761538461538,56.684615384615384,46.50692307692308,435.25714285714287,8.542857142857143,251.31428571428572,37761.42857142857,1154.3142857142857,30987.85714285714
2020-12-26,9339.73076923077,59.158076923076926,48.55538461538462,380.77142857142854,8.257142857142858,374.14285714285717,40571.45714285714,1228.0285714285715,33299.2
2021-01-02,9982.23076923077,64.10423076923077,52.59615384615385,414.0571428571429,13.685714285714285,424.9714285714286,43559.45714285714,1315.7714285714285,36108.91428571429
2021-01-09,10621.961538461539,67.5773076923077,55.46769230769231,571.7428571428571,10.514285714285714,362.62857142857143,46957.25714285715,1393.7714285714285,38885.45714285714
2021-01-16,11221.015384615384,70.75653846153845,58.07,766.9142857142857,14.142857142857142,431.51428571428573,51321.28571428572,1495.2857142857142,41933.22857142857
2021-01-23,11732.976923076923,74.39692307692307,61.028461538461535,695.1142857142858,11.457142857142857,561.0571428571428,55973.31428571429,1598.057142857143,45492.885714285716
2021-01-30,12135.323076923078,76.53076923076924,62.783076923076926,837.2285714285714,11.685714285714285,582.9428571428572,61043.08571428571,1713.7428571428572,49533.485714285714
2021-02-06,12462.676923076922,78.31769230769231,64.22,693.4857142857143,11.8,682.8571428571429,65670.6,1816.2285714285715,53889.857142857145
2021-02-13,12725.653846153846,81.23692307692308,66.60846153846154,510.54285714285714,16.428571428571427,683.7428571428571,69363.8,1903.8285714285714,58254.62857142857
2021-02-20,12931.253846153846,83.05038461538462,68.07923076923078,469.57142857142856,9.371428571428572,547.2857142857143,72756.68571428572,1977.8285714285714,61790.22857142857
2021-02-27,13075.16923076923,84.78615384615385,69.49692307692308,362.0857142857143,11.342857142857143,431.3142857142857,76041.17142857143,2072.8,65153.828571428574
2021-03-06,13227.030769230769,87.9326923076923,72.05461538461539,333.42857142857144,7.457142857142857,368.54285714285714,78571.25714285714,2138.0,68243.82857142857
2021-03-13,13329.1,89.42692307692307,73.26307692307692,265.2,5.371428571428571,286.1142857142857,80905.71428571429,2205.7428571428572,70897.34285714285
2021-03-20,13426.584615384616,90.79115384615385,74.37384615384616,326.45714285714286,7.942857142857143,333.48571428571427,83255.2,2270.457142857143,73540.68571428572
2021-03-27,13524.415384615384,94.68115384615385,77.54846153846154,257.54285714285714,11.314285714285715,238.62857142857143,85320.25714285714,2321.4,75990.5142857143
2021-04-03,13644.007692307692,92.75538461538461,75.97,251.05714285714285,5.371428571428571,247.02857142857144,87348.91428571429,2370.8285714285716,78107.91428571429
2021-04-10,13750.276923076923,92.53961538461539,75.79538461538462,273.1142857142857,5.6,207.31428571428572,89369.08571428571,2434.0,80589.02857142857
2021-04-17,13812.415384615384,94.85653846153846,77.68076923076923,289.8857142857143,7.571428571428571,340.74285714285713,91470.88571428572,2484.8285714285716,82943.08571428571
2021-04-24,13962.66923076923,97.13884615384616,79.54076923076923,263.25714285714287,8.685714285714285,283.3142857142857,93590.0,2551.0285714285715,85311.71428571429
2021-05-01,14051.407692307692,96.86076923076924,79.31,258.74285714285713,7.4,244.54285714285714,95650.25714285714,2616.7428571428572,87255.71428571429
2021-05-08,14143.430769230768,98.22115384615384,80.40923076923077,351.74285714285713,10.342857142857143,313.22857142857146,97758.25714285714,2685.342857142857,89362.42857142857
2021-05-15,14235.061538461538,97.08346153846153,79.48153846153846,137.11428571428573,8.17142857142857,245.6,99296.6,2749.8,91262.42857142857
2021-05-22,14325.2,99.98461538461538,81.84923076923077,305.42857142857144,7.9714285714285715,191.45714285714286,101201.88571428572,2820.657142857143,93111.25714285714
2021-05-29,14391.530769230769,100.32153846153847,82.12615384615384,377.0285714285714,9.028571428571428,313.85714285714283,103489.88571428572,2881.2,94852.11428571428
2021-06-05,14461.2,103.10730769230769,84.39615384615385,378.54285714285714,8.8,246.88571428571427,105804.5142857143,2949.6285714285714,97250.37142857142
2021-06-12,14477.123076923077,101.70576923076923,83.25461538461539,432.8285714285714,9.628571428571428,310.85714285714283,108762.97142857143,3023.942857142857,99468.11428571428
2021-06-19,14573.538461538461,103.62423076923076,84.82846153846154,739.2285714285714,14.142857142857142,413.77142857142854,113102.94285714286,3115.7428571428572,102086.25714285714
2021-06-26,14620.692307692309,107.19423076923077,87.74076923076923,1197.6285714285714,21.257142857142856,429.0571428571429,119790.8,3257.9142857142856,105341.71428571429
2021-07-03,14630.384615384615,106.59153846153846,87.25461538461539,1610.1142857142856,28.82857142857143,776.4,129114.22857142857,3453.4285714285716,109600.0
2021-07-10,14683.107692307693,108.54230769230769,88.86153846153846,2014.2,48.97142857142857,1645.8,142492.7142857143,3765.3142857142857,117560.77142857143
2021-07-17,14701.23076923077,104.67807692307693,85.71846153846154,2945.7714285714287,61.82857142857143,1599.1142857142856,161964.48571428572,4167.4857142857145,127962.88571428572
2021-07-24,14771.023076923077,106.02230769230769,86.83923076923077,2577.8571428571427,80.62857142857143,2272.9714285714285,178802.94285714286,4709.571428571428,141636.34285714285
2021-07-31,14861.430769230768,105.0623076923077,86.07461538461538,2114.3142857142857,102.37142857142857,2224.4285714285716,194812.62857142856,5396.5142857142855,158600.94285714286
2021-08-07,15043.676923076922,99.60076923076923,81.67923076923077,1821.9714285714285,89.77142857142857,2247.3142857142857,207916.17142857143,6052.457142857143,173692.8
2021-08-14,15342.915384615384,97.80307692307693,80.27846153846154,1642.2,72.62857142857143,1813.5428571428572,219053.45714285714,6658.971428571429,189888.57142857142
2021-08-21,15643.146153846154,99.67538461538462,81.84461538461538,957.0571428571428,78.45714285714286,1320.142857142857,226686.57142857142,7170.771428571428,201230.74285714285
2021-08-28,16007.323076923078,100.89192307692308,82.89692307692307,574.3142857142857,33.97142857142857,1059.942857142857,232364.14285714287,7515.628571428571,211844.94285714286
2021-09-04,16386.784615384615,102.29153846153847,84.10230769230769,384.3142857142857,30.885714285714286,790.5142857142857,235633.42857142858,7749.971428571429,218694.2
2021-09-11,16744.43076923077,102.78769230769231,84.53538461538461,285.77142857142854,15.457142857142857,431.2857142857143,237925.6857142857,7934.2,223377.4
2021-09-18,17081.653846153848,105.82576923076923,87.05307692307693,193.42857142857142,10.571428571428571,404.77142857142854,239342.62857142856,8026.457142857143,227603.45714285714
2021-09-25,17396.007692307692,107.08153846153846,88.1576923076923,122.14285714285714,6.742857142857143,214.37142857142857,240355.48571428572,8085.628571428571,229756.65714285715
2021-10-02,17647.56923076923,108.88076923076923,89.65384615384616,80.74285714285715,4.771428571428571,136.0857142857143,241034.91428571427,8125.771428571428,230981.14285714287
2021-10-09,17882.03846153846,109.67730769230769,90.32461538461538,66.68571428571428,3.0,83.8,241543.25714285715,8153.314285714286,231959.17142857143
2021-10-16,18094.30769230769,111.97846153846154,92.23615384615384,56.97142857142857,2.5428571428571427,86.85714285714286,241941.74285714285,8171.4857142857145,232705.6857142857
2021-10-23,18281.86923076923,114.19730769230769,94.07461538461538,45.82857142857143,1.3142857142857143,61.02857142857143,242249.48571428572,8185.4,233224.91428571427
2021-10-30,18445.246153846154,115.50807692307693,95.17384615384616,35.42857142857143,1.542857142857143,39.857142857142854,242503.2,8197.542857142857,233610.22857142857
2021-11-06,18612.092307692306,116.71346153846154,96.17076923076922,22.942857142857143,0.8285714285714286,35.542857142857144,242725.42857142858,8205.8,233899.51428571428
2021-11-13,18776.615384615383,118.75923076923077,97.84076923076923,20.514285714285716,0.9142857142857143,26.285714285714285,242885.2857142857,8211.971428571429,234157.22857142857
2021-11-20,18951.053846153845,118.42692307692307,97.58076923076923,22.571428571428573,0.8,22.142857142857142,243033.11428571428,8216.628571428571,234362.22857142857
2021-11-27,19161.66153846154,119.8076923076923,98.70846153846153,23.085714285714285,0.6285714285714286,15.17142857142857,243180.4,8221.028571428571,234502.54285714286
2021-12-04,19377.1,122.20192307692308,100.65461538461538,14.028571428571428,0.2571428571428571,18.2,243284.3142857143,8224.085714285715,234638.37142857144
2021-12-11,19627.89230769231,123.93807692307692,102.06538461538462,13.028571428571428,0.3142857142857143,10.885714285714286,243369.54285714286,8227.828571428572,234859.6857142857
2021-12-18,19880.76923076923,125.64269230769231,103.44692307692307,13.257142857142858,0.7428571428571429,12.685714285714285,243449.6,8231.742857142857,234951.7142857143
2021-12-25,20120.292307692307,128.12615384615384,105.46076923076923,14.571428571428571,0.34285714285714286,11.142857142857142,243523.17142857143,8234.914285714285,235034.08571428573
2022-01-01,20413.53076923077,130.08461538461538,107.08307692307692,15.657142857142857,0.11428571428571428,9.057142857142857,243599.0,8237.371428571429,235125.57142857142
2022-01-08,20856.96153846154,131.98192307692307,108.62,27.37142857142857,0.34285714285714286,10.314285714285715,243751.8,8239.085714285715,235197.11428571428
2022-01-15,21394.19230769231,132.82846153846154,109.32,60.25714285714286,0.22857142857142856,26.65714285714286,244044.85714285713,8241.342857142858,235335.37142857144
2022-01-22,21952.707692307693,135.42038461538462,111.43230769230769,183.14285714285714,0.34285714285714286,35.857142857142854,244768.22857142857,8243.628571428571,235586.2
2022-01-29,22437.669230769232,138.44423076923076,113.9423076923077,662.1714285714286,0.9714285714285714,147.9142857142857,247471.77142857143,8248.285714285714,236234.88571428572
2022-02-05,22825.19230769231,141.72692307692307,116.61307692307692,1927.4285714285713,2.5428571428571427,598.1142857142858,256024.2857142857,8260.42857142857,238436.54285714286
2022-02-12,23103.753846153846,143.5776923076923,118.15153846153846,3154.7428571428572,6.057142857142857,1860.6571428571428,272185.8,8292.742857142857,245074.6
2022-02-19,23298.653846153848,145.61884615384616,119.78769230769231,3393.3714285714286,9.028571428571428,1982.6,294229.6,8357.228571428572,256520.4
2022-02-26,23415.830769230768,149.68423076923077,123.1076923076923,2667.4285714285716,14.714285714285714,2225.057142857143,314537.8857142857,8451.285714285714,273187.4
2022-03-05,23518.638461538463,152.8353846153846,125.68076923076923,1723.1714285714286,18.457142857142856,2667.1714285714284,327077.22857142857,8570.114285714286,289926.3714285714
2022-03-12,23619.376923076925,155.76576923076922,128.06846153846155,851.4,14.114285714285714,1928.142857142857,335936.9428571428,8686.285714285714,306844.17142857146
2022-03-19,23699.1,159.39192307692306,131.02153846153846,454.34285714285716,10.714285714285714,1350.8285714285714,340374.34285714285,8780.514285714286,318462.22857142857
2022-03-26,23804.16153846154,159.7126923076923,131.27,239.37142857142857,6.0285714285714285,612.8857142857142,342620.9142857143,8836.828571428572,325838.17142857146
